indicator,area_name,area_code,area_type,year,period,numerator,measure,lower_confidence_interval,upper_confidence_interval,definition,data_source
Chronic obstructive pulmonary disease (COPD) incidence,Inverclyde,S12000018,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,165.67,241.08,204.87,281.71,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Midlothian,S12000019,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,117,169.52,139.46,204.02,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Moray,S12000020,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,98,114.52,92.7,139.89,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Ayrshire,S12000021,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,268,220.54,194.19,249.39,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Orkney Islands,S12000023,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,24.67,121.34,77.18,181.04,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scottish Borders,S12000026,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,160,143.44,121.55,168.07,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Shetland Islands,S12000027,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,15.67,84.75,46.95,139.99,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Ayrshire,S12000028,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,219.33,197.28,171.5,225.77,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Lanarkshire,S12000029,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,544,210.88,193,229.93,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Stirling,S12000030,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,97.67,130.44,105.2,159.79,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeen City,S12000033,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,229.33,149.76,130.51,171,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeenshire,S12000034,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,211,105.92,91.78,121.57,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Argyll & Bute,S12000035,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,121.33,137.67,113.55,165.28,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,City of Edinburgh,S12000036,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,448,134.22,121.83,147.51,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Renfrewshire,S12000038,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,238.33,168.21,147.07,191.49,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Dunbartonshire,S12000039,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,170,237.93,202.45,277.69,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Lothian,S12000040,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,234.67,185.66,162.05,211.68,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Angus,S12000041,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,147.67,134.26,113.13,158.14,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dundee City,S12000042,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,239.33,217.83,190.59,247.81,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Dunbartonshire,S12000045,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,114.33,114.75,94.18,138.38,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Fife,S12000047,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,516.67,166.96,152.59,182.28,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Perth & Kinross,S12000048,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,163,113.91,96.87,133.06,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Glasgow City,S12000049,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,1062.33,277.23,260.21,295.03,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Lanarkshire,S12000050,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,602.67,242.46,222.83,263.32,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scotland,S00000001,Scotland,2018,2017/18 to 2019/20 financial years; 3-year aggregates,7352,168.06,164.17,172.02,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Ayrshire & Arran,S08000015,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,714.33,208.5,193.19,224.68,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Borders,S08000016,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,148.33,129.17,108.83,152.16,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Dumfries & Galloway,S08000017,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,254.67,166.15,145.99,188.28,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Forth Valley,S08000019,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,339.67,138.31,123.72,154.12,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Grampian,S08000020,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,540,120.52,110.37,131.32,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Highland,S08000022,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,384.33,126.36,113.78,139.93,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lothian,S08000024,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,925.33,146.59,137.14,156.52,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Orkney,S08000025,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,24.33,113.46,72.3,169.22,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Shetland,S08000026,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,18.33,92.65,54.89,146.26,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Western Isles,S08000028,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,36.67,135.11,94.48,187.11,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Fife,S08000029,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,522,165.77,151.6,180.89,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Tayside,S08000030,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,539.67,146.84,134.52,159.98,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Greater Glasgow & Clyde,S08000031,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,1785.33,208.03,198.25,218.16,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lanarkshire,S08000032,Health board,2018,2017/18 to 2019/20 financial years; 3-year aggregates,1119,216.53,203.64,230,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Clackmannanshire,S12000005,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,64.67,154,117.91,197.44,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dumfries & Galloway,S12000006,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,254.67,166.15,145.99,188.28,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Ayrshire,S12000008,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,237,228.14,199.41,259.77,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Lothian,S12000010,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,128,143.27,119.1,170.85,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Renfrewshire,S12000011,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,77,93.16,73.12,116.91,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Na h-Eileanan Siar,S12000013,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,36.67,135.11,94.48,187.11,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Falkirk,S12000014,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,191.67,150.2,129.34,173.42,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Highland,S12000017,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,265.67,123.27,108.63,139.3,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Inverclyde,S12000018,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,174,252.31,215.25,293.77,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Midlothian,S12000019,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,110.33,153.29,125.51,185.28,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Moray,S12000020,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,95.67,110.47,89.19,135.25,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Ayrshire,S12000021,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,262.33,211.55,186.13,239.42,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Orkney Islands,S12000023,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,24.33,113.46,72.3,169.22,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scottish Borders,S12000026,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,148.33,129.17,108.83,152.16,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Shetland Islands,S12000027,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,18.33,92.65,54.89,146.26,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Ayrshire,S12000028,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,215,187.47,162.77,214.81,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Lanarkshire,S12000029,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,528,200.44,183.21,218.82,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Stirling,S12000030,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,83.33,110.78,87.74,137.9,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeen City,S12000033,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,228.67,147.51,128.56,168.42,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeenshire,S12000034,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,215.67,105,91.16,120.31,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Argyll & Bute,S12000035,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,118.67,134.29,110.45,161.63,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,City of Edinburgh,S12000036,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,446.33,130.94,118.86,143.91,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Renfrewshire,S12000038,Council area,2018,2017/18 to 2019/20 financial years; 3-year aggregates,247,173.63,152.15,197.25,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
